OBJECTID,Name,AU_ID,Area_SQ_MI,AU_Size,MERGE_SRC,OID_,Shape_Leng,Shape_Area,curr_are,TotArea,sqMi23
50,MA62_63,MA62-63,13.69570000000,0.00000000000,New Group Layer\taunton_all_subbasins,0,49208.93968860000,35034325.45820000000,13.52770110790,13.52000000000,13.70425203290
52,MA62_59,MA62-59,2.80252000000,0.00000000000,New Group Layer\taunton_all_subbasins,0,16476.48742800000,7258318.76755000000,2.80252468271,2.80000000000,2.80252474892
53,MA62_58,MA62-58,2.51223000000,0.00000000000,New Group Layer\taunton_all_subbasins,0,14399.41303920000,6506485.85538000000,2.51223292807,2.51000000000,2.51223303956
54,MA62_67,MA62-67,4.25076000000,0.00000000000,New Group Layer\taunton_all_subbasins,0,22241.62037070000,11062469.05930000000,4.27152952000,4.26000000000,4.27050628418
55,MA62_64,MA62-64,2.61280000000,0.00000000000,New Group Layer\taunton_all_subbasins,0,22420.36429380000,7173117.98066000000,2.76973847822,2.56000000000,2.61559498480
56,MA62_65,MA62-65,9.55666000000,0.00000000000,New Group Layer\taunton_all_subbasins,0,36915.54811410000,24639045.18530000000,9.51379494404,9.50000000000,9.55943464264
58,MA62_62,MA62-62,6.27662000000,0.00000000000,New Group Layer\taunton_all_subbasins,0,28899.17553010000,16254096.62210000000,6.27615995794,6.11000000000,6.27909684777
60,MA62_79,MA62-79,1.01196000000,0.00000000000,New Group Layer\taunton_all_subbasins,0,12460.00000000000,2620800.00000000000,1.01195953246,1.01000000000,1.01195949597
61,MA62_78,MA62-78,1.39210000000,0.00000000000,New Group Layer\taunton_all_subbasins,0,14020.00000000000,3605300.00000000000,1.39209541156,1.39000000000,1.39209533570
62,MA62_77,MA62-77,2.25248000000,0.00000000000,New Group Layer\taunton_all_subbasins,0,14120.00000000000,5833600.00000000000,2.25247560358,2.25000000000,2.25247558147
63,MA62_75,MA62-75,1.19825000000,0.00000000000,New Group Layer\taunton_all_subbasins,0,10020.00000000000,3103300.00000000000,1.19824566763,1.20000000000,1.19824566763
